config,family,pattern,width,center_lat,n_gliders_cell,n_gliders_total,cell_height_deg,min_depth,max_depth,nc_path,rms,mean_bias,corr,w_est_std,w_model_std,w_est_mean,w_model_mean,norm_rms,n,w_est_mean_se,w_model_mean_se,mean_bias_se,n_eff,n_eff_model,n_eff_est,tau
equator_1deg_w2.0,equator,equator_1deg,2.0,0.0,2,2,1.0,8,80,data/equator_1deg_w2.0__cell_+0.00.nc,2.8363158239352376e-05,5.282724898787339e-06,0.8077492703822666,4.703414002539698e-05,4.07716333494249e-05,1.1994708737060414e-05,6.711983838273077e-06,0.6956591117228923,23976,4.8663224985019504e-06,4.294362666972134e-06,4.862339416681179e-06,22.944349827057415,72.9741905813181,60.268720609858896,28.24224721486062
equator_2deg_w0.25,equator,equator_2deg,0.25,0.0,2,2,2.0,8,80,data/equator_2deg_w0.25__cell_+0.00.nc,3.528512975166739e-05,2.8703317469573806e-06,0.782112876385202,5.6294239352007615e-05,4.152554011744561e-05,1.0451347982453134e-05,7.581016235495753e-06,0.8497211511727812,23976,8.201990409465652e-06,4.362410825011107e-06,4.4576152356216966e-06,39.734866275464114,73.94349552393346,31.907114380263142,16.308095653517615
equator_2deg_w0.5,equator,equator_2deg,0.5,0.0,2,2,2.0,8,80,data/equator_2deg_w0.5__cell_+0.00.nc,2.689444930094723e-05,2.5210712397185464e-06,0.8292177309374695,4.7900662005390155e-05,3.9311667542206106e-05,1.0108002279339256e-05,7.586931039620711e-06,0.6841340238765653,23976,7.16360272541771e-06,4.1772133798935214e-06,3.6145984459970648e-06,34.970083064071375,71.71851745275696,29.926296288848203,18.530124701527
equator_2deg_w0.75,equator,equator_2deg,0.75,0.0,2,2,2.0,8,80,data/equator_2deg_w0.75__cell_+0.00.nc,2.4033011693381735e-05,3.401032423165836e-06,0.8377201167231809,4.350798789440635e-05,3.767025636313618e-05,1.0856810730627342e-05,7.455778307461504e-06,0.6379837573099251,23976,6.198268416599439e-06,4.0710532167624774e-06,3.116276612343891e-06,38.16671660760807,69.03541328480436,32.5484098915291,16.9781437230267
equator_2deg_w1.0,equator,equator_2deg,1.0,0.0,2,2,2.0,8,80,data/equator_2deg_w1.0__cell_+0.00.nc,2.1205810422125893e-05,4.2107164847086975e-06,0.8566174866500454,4.0042067024514276e-05,3.6565583503999486e-05,1.1557529933739109e-05,7.346813449030412e-06,0.5799390681077586,23976,5.366577478385531e-06,3.976026890917394e-06,2.627354422206329e-06,42.34180190031536,68.26262549908479,36.525748213328725,15.304025122161221
equator_2deg_w1.5,equator,equator_2deg,1.5,0.0,2,2,2.0,8,80,data/equator_2deg_w1.5__cell_+0.00.nc,1.9562598234124588e-05,4.388151103911452e-06,0.8466846920792734,3.48606520681182e-05,3.391682351489914e-05,1.1658494969882097e-05,7.2703438659706446e-06,0.5767815557825171,23976,3.8101904690027e-06,3.719841209198782e-06,2.627186308206064e-06,38.020409965238116,67.03470334144636,53.806938981398886,17.04347745309594
equator_2deg_w2.0,equator,equator_2deg,2.0,0.0,2,2,2.0,8,80,data/equator_2deg_w2.0__cell_+0.00.nc,2.1468657756418083e-05,5.024635971443298e-06,0.7878501300364816,3.277444999657096e-05,3.1134930206532675e-05,1.23745673559611e-05,7.3499313845178015e-06,0.6895360809870571,23976,3.54578632332641e-06,3.3955293162758778e-06,3.574337672863536e-06,24.55977096199323,67.41922692778049,53.72257650060824,26.384610874539256
equator_3cell_w0.25,equator,equator_3cell,0.25,-1.0,2,6,2.0,8,80,data/equator_3cell_w0.25__cell_-1.00.nc,4.452491066649909e-05,-2.2275078092375395e-06,0.7721248890168424,6.958632643020823e-05,4.902928709146026e-05,2.0403641920044275e-06,4.267872001241966e-06,0.9081288614994827,23976,1.0520017219870936e-05,8.839638410505319e-06,5.92658610310356e-06,37.58669604660415,26.18286498702362,30.375352609248313,17.24014260781362
equator_3cell_w0.25,equator,equator_3cell,0.25,0.0,2,6,2.0,8,80,data/equator_3cell_w0.25__cell_+0.00.nc,3.528512975166738e-05,2.8703317469573777e-06,0.7821128763852018,5.6294239352007615e-05,4.152554011744561e-05,1.0451347982453129e-05,7.581016235495753e-06,0.849721151172781,23976,8.201990409465652e-06,4.362410825011107e-06,4.457615235621695e-06,39.734866275464135,73.94349552393346,31.907114380263142,16.308095653517608
equator_3cell_w0.25,equator,equator_3cell,0.25,1.0,2,6,2.0,8,80,data/equator_3cell_w0.25__cell_+1.00.nc,4.648428692096265e-05,-1.4796380236606005e-06,0.7672772037388362,7.17962639082835e-05,6.129600177413034e-05,1.5926530465169084e-06,3.0722910701775104e-06,0.7583575694260225,23976,8.004485875693925e-06,9.081200289506255e-06,5.254722369646451e-06,53.0524609222965,38.710367068724594,53.87244772802744,12.214325004623175
equator_3cell_w0.5,equator,equator_3cell,0.5,-1.0,2,6,2.0,8,80,data/equator_3cell_w0.5__cell_-1.00.nc,3.027272296792412e-05,-4.483534263066689e-06,0.8464683885531534,5.622606920701238e-05,4.7254996472550055e-05,2.423068393857633e-07,4.725841102452452e-06,0.6406248064267498,23976,9.653126458661504e-06,8.694799064294572e-06,4.520271230378644e-06,30.011296312340033,25.13297576951972,23.687650830263767,21.591869716522563
equator_3cell_w0.5,equator,equator_3cell,0.5,0.0,2,6,2.0,8,80,data/equator_3cell_w0.5__cell_+0.00.nc,2.6894449300947223e-05,2.521071239718541e-06,0.8292177309374695,4.7900662005390155e-05,3.9311667542206106e-05,1.0108002279339253e-05,7.586931039620711e-06,0.6841340238765652,23976,7.163602725417711e-06,4.1772133798935214e-06,3.6145984459970644e-06,34.970083064071375,71.71851745275696,29.926296288848196,18.530124701527
equator_3cell_w0.5,equator,equator_3cell,0.5,1.0,2,6,2.0,8,80,data/equator_3cell_w0.5__cell_+1.00.nc,3.4440489705364776e-05,-1.7779035581867368e-06,0.8238992858312951,5.888318733818787e-05,5.6841299493726646e-05,1.823114809144017e-06,3.601018367330753e-06,0.6059060931421147,23976,7.3904035114332795e-06,8.724260658250682e-06,4.935649324796787e-06,35.28342402211074,36.048177247738906,43.26327572795035,18.365564509666743
equator_3cell_w0.75,equator,equator_3cell,0.75,-1.0,2,6,2.0,8,80,data/equator_3cell_w0.75__cell_-1.00.nc,2.3783928810263895e-05,-3.879202317835684e-06,0.8728638956013711,4.7604652712483766e-05,4.4872713949261215e-05,1.3754852942357752e-06,5.2546876120714585e-06,0.5300309858048039,23976,8.617835802649508e-06,8.341572767025198e-06,3.5619959396545707e-06,31.18144810874479,24.561059375229956,21.28894336368544,20.781587748590464
equator_3cell_w0.75,equator,equator_3cell,0.75,0.0,2,6,2.0,8,80,data/equator_3cell_w0.75__cell_+0.00.nc,2.4033011693381725e-05,3.4010324231658356e-06,0.837720116723181,4.3507987894406336e-05,3.767025636313618e-05,1.0856810730627339e-05,7.455778307461504e-06,0.6379837573099248,23976,6.1982684165994336e-06,4.0710532167624774e-06,3.1162766123438886e-06,38.166716607608116,69.03541328480436,32.548409891529126,16.978143723026683
equator_3cell_w0.75,equator,equator_3cell,0.75,1.0,2,6,2.0,8,80,data/equator_3cell_w0.75__cell_+1.00.nc,2.887118913241934e-05,-1.1618629750484057e-06,0.8441127025195019,4.893094705209871e-05,5.3299699762003034e-05,1.5992957209554318e-06,2.7611586960038367e-06,0.5416763933256037,23976,6.213331912525678e-06,8.471047031023284e-06,4.267047624355293e-06,36.39768272765774,33.51880283680611,42.56946396630808,17.803331185905417
equator_3cell_w1.0,equator,equator_3cell,1.0,-1.0,2,6,2.0,8,80,data/equator_3cell_w1.0__cell_-1.00.nc,2.0799872558011845e-05,-3.0020532554368504e-06,0.8870002261108539,4.3713035522777394e-05,4.279529554302951e-05,2.7108429906902173e-06,5.712896246127066e-06,0.4860317540533898,23976,8.14119478505339e-06,8.034651872068697e-06,2.9875836493669515e-06,35.05201454325259,24.04539768349921,20.12473946411988,18.486811912062787
equator_3cell_w1.0,equator,equator_3cell,1.0,0.0,2,6,2.0,8,80,data/equator_3cell_w1.0__cell_+0.00.nc,2.1205810422125886e-05,4.210716484708695e-06,0.8566174866500454,4.0042067024514276e-05,3.6565583503999486e-05,1.1557529933739107e-05,7.346813449030412e-06,0.5799390681077584,23976,5.366577478385533e-06,3.976026890917394e-06,2.6273544222063267e-06,42.3418019003154,68.26262549908479,36.5257482133287,15.304025122161205
equator_3cell_w1.0,equator,equator_3cell,1.0,1.0,2,6,2.0,8,80,data/equator_3cell_w1.0__cell_+1.00.nc,2.6417375262627556e-05,-6.631609967045608e-07,0.848118865958072,4.133479745947598e-05,4.981667212603238e-05,1.5282950380513908e-06,2.1914560347559507e-06,0.5302918508043575,23976,4.931702007407294e-06,8.04419979481939e-06,3.992381693541349e-06,37.21193085981237,32.28753160295695,48.32155413105736,17.413769858951827
equator_3cell_w1.5,equator,equator_3cell,1.5,-1.0,2,6,2.0,8,80,data/equator_3cell_w1.5__cell_-1.00.nc,1.87482973639963e-05,-2.585797834962779e-06,0.8921435445164865,4.065033326573257e-05,3.901921448842156e-05,3.846007547034183e-06,6.431805381996964e-06,0.4804888465799231,23976,8.051022877109547e-06,7.364189805782376e-06,2.7848366790112907e-06,32.43781717619609,23.75697744665675,17.722281589936003,19.97668327927821
equator_3cell_w1.5,equator,equator_3cell,1.5,0.0,2,6,2.0,8,80,data/equator_3cell_w1.5__cell_+0.00.nc,1.9562598234124585e-05,4.388151103911451e-06,0.8466846920792731,3.4860652068118185e-05,3.391682351489914e-05,1.1658494969882093e-05,7.2703438659706446e-06,0.576781555782517,23976,3.810190469002697e-06,3.719841209198782e-06,2.6271863082060635e-06,38.02040996523812,67.03470334144636,53.80693898139893,17.043477453095935
equator_3cell_w1.5,equator,equator_3cell,1.5,1.0,2,6,2.0,8,80,data/equator_3cell_w1.5__cell_+1.00.nc,2.7756009896382602e-05,1.4284437896585754e-06,0.774513963558935,3.682761558859694e-05,4.354590444499956e-05,3.752819154365384e-06,2.324375364706807e-06,0.6373965646169939,23976,4.323927957132386e-06,7.05309261996214e-06,4.0357093389814045e-06,38.171023226189654,31.841434752797763,49.46409547462043,16.976228176021188
equator_3cell_w2.0,equator,equator_3cell,2.0,-1.0,2,6,2.0,8,80,data/equator_3cell_w2.0__cell_-1.00.nc,2.0460111484941132e-05,-3.871477634849368e-06,0.8695487431313956,4.067443918644805e-05,3.499148986434109e-05,3.4977366251084026e-06,7.3692142599577705e-06,0.5847167858317315,23976,8.200208633039479e-06,6.495730324233843e-06,3.1224139931016768e-06,27.687434842225564,24.464946180562983,17.055456351397826,23.404118282989074
equator_3cell_w2.0,equator,equator_3cell,2.0,0.0,2,6,2.0,8,80,data/equator_3cell_w2.0__cell_+0.00.nc,2.1468657756418053e-05,5.024635971443295e-06,0.7878501300364821,3.277444999657095e-05,3.1134930206532675e-05,1.23745673559611e-05,7.3499313845178015e-06,0.6895360809870561,23976,3.545786323326409e-06,3.3955293162758778e-06,3.5743376728635265e-06,24.559770961993305,67.41922692778049,53.72257650060828,26.384610874539174
equator_3cell_w2.0,equator,equator_3cell,2.0,1.0,2,6,2.0,8,80,data/equator_3cell_w2.0__cell_+1.00.nc,3.404705437204223e-05,1.5536437421583425e-06,0.649527795065995,4.200301034103555e-05,3.898038937904745e-05,4.755581835177694e-06,3.2019380930193532e-06,0.8734405919080696,23976,6.5952013976749614e-06,6.230250198942765e-06,5.16307678394346e-06,31.864874986502645,32.51414934699285,27.25687423103612,20.335871403056828
equator_hex1deg_w0.25,equator,equator_hex1deg,0.25,0.0,6,6,1.0,8,80,data/equator_hex1deg_w0.25__cell_+0.00.nc,1.1930993276386562e-05,4.204123348401933e-07,0.9730440099881001,4.961767749366852e-05,5.1631913151164324e-05,7.477895377000545e-06,7.0574830421603525e-06,0.23107788474650998,23976,4.4870636527979945e-06,5.150304455050028e-06,1.1969449924333207e-06,92.4415459145154,81.76201079552061,81.78662377591861,7.009835173020938
equator_hex1deg_w0.5,equator,equator_hex1deg,0.5,0.0,6,6,1.0,8,80,data/equator_hex1deg_w0.5__cell_+0.00.nc,8.045767909352536e-06,-3.177399431336395e-08,0.9860969605047569,4.60405756401727e-05,4.7890772252240756e-05,6.8523446396000486e-06,6.884118633913413e-06,0.16800246751034764,23976,4.281734017733199e-06,4.854962825564464e-06,9.200336904930271e-07,84.94025674824788,78.57227712527902,77.10878132611018,7.62889146804194
equator_hex1deg_w0.75,equator,equator_hex1deg,0.75,0.0,6,6,1.0,8,80,data/equator_hex1deg_w0.75__cell_+0.00.nc,8.57975510732644e-06,-1.362629142081408e-07,0.9825359090344192,4.431949582093061e-05,4.590900032308037e-05,6.905645454133633e-06,7.041908368341772e-06,0.18688612356939163,23976,4.236444266035105e-06,4.749867326198169e-06,9.569574771109595e-07,83.15593382678435,75.51646720322796,73.28034818570632,7.792588816930351
equator_hex1deg_w1.0,equator,equator_hex1deg,1.0,0.0,6,6,1.0,8,80,data/equator_hex1deg_w1.0__cell_+0.00.nc,9.730185418657733e-06,2.4350420625820348e-08,0.9752869924230139,4.309176283705645e-05,4.403452505408864e-05,7.164386322941195e-06,7.140035902315375e-06,0.22096719350795582,23976,4.155674477069391e-06,4.584158271566751e-06,1.1003488632245262e-06,71.1165494513179,74.58249355622188,71.83914307419073,9.11180315973544
equator_hex1deg_w1.5,equator,equator_hex1deg,1.5,0.0,6,6,1.0,8,80,data/equator_hex1deg_w1.5__cell_+0.00.nc,1.2102887773409916e-05,1.097433142785699e-06,0.9545322955810213,4.0128657634698406e-05,3.977733507577207e-05,8.012648882260224e-06,6.915215739474525e-06,0.30426592808077907,23976,3.918381980376395e-06,4.177688479844749e-06,1.462634558788964e-06,52.90741376690962,73.12906083007427,69.23368555109681,12.247810918425287
equator_hex1deg_w2.0,equator,equator_hex1deg,2.0,0.0,6,6,1.0,8,80,data/equator_hex1deg_w2.0__cell_+0.00.nc,1.4615057379920154e-05,1.7820070659864376e-06,0.9240350575661435,3.789130245245013e-05,3.577193511908072e-05,8.879691503190657e-06,7.0976844372042205e-06,0.40856211248478125,23976,3.7223772469745592e-06,3.7335538439807973e-06,2.319570956767983e-06,27.758181557904322,73.82722625319545,67.84190600202194,23.34446868027916
equator_hex2deg_w0.25,equator,equator_hex2deg,0.25,0.0,4,4,2.0,8,80,data/equator_hex2deg_w0.25__cell_+0.00.nc,1.8697157959794984e-05,-2.4676315956465668e-06,0.8826737702927061,3.820697271749302e-05,3.8312283643568555e-05,5.840307743772045e-06,8.307939339418613e-06,0.48801992942369693,23976,3.5805306351670338e-06,4.1513378959764845e-06,2.114207368878465e-06,55.29830418558418,69.27115543166514,75.24347270311229,11.718261699767067
equator_hex2deg_w0.5,equator,equator_hex2deg,0.5,0.0,4,4,2.0,8,80,data/equator_hex2deg_w0.5__cell_+0.00.nc,1.2464390871922937e-05,-2.8717831906242014e-06,0.9439024198834297,3.529287206017718e-05,3.667232392973227e-05,4.643923881093567e-06,7.51570707171777e-06,0.33988549228038883,23976,3.501884872605792e-06,4.055342971187424e-06,2.058828088019886e-06,27.742043464109404,66.31819115691066,67.89988111733791,23.358048618096007
equator_hex2deg_w0.75,equator,equator_hex2deg,0.75,0.0,4,4,2.0,8,80,data/equator_hex2deg_w0.75__cell_+0.00.nc,9.122091742585585e-06,-2.445859013733116e-06,0.9679635342426381,3.41099640519184e-05,3.498602568677542e-05,5.21000127577009e-06,7.655860289503206e-06,0.26073529540778045,23976,3.466216077187479e-06,3.883812998520007e-06,1.1571755946320525e-06,47.90336176308916,65.6583941050988,64.81734066033547,13.527234334925145
equator_hex2deg_w1.0,equator,equator_hex2deg,1.0,0.0,4,4,2.0,8,80,data/equator_hex2deg_w1.0__cell_+0.00.nc,8.459786316254147e-06,-2.407318769373457e-06,0.9699035689198076,3.2351843474876806e-05,3.330702296523749e-05,5.337149221321257e-06,7.744467990694714e-06,0.25399406981175165,23976,3.391235269439972e-06,3.686853290657715e-06,9.706563209081873e-07,59.276584762559004,65.76305859779416,60.783690460242376,10.931803891800758
equator_hex2deg_w1.5,equator,equator_hex2deg,1.5,0.0,4,4,2.0,8,80,data/equator_hex2deg_w1.5__cell_+0.00.nc,9.890707554009532e-06,-1.6724419055161566e-06,0.9475722368753794,3.00791414928624e-05,3.012923369601806e-05,5.79775997301755e-06,7.4702018785337065e-06,0.3282761073115745,23976,3.1807338621462793e-06,3.3205151865475353e-06,1.206215845227087e-06,49.583982453216436,66.16002879619262,59.62952720637536,13.068736473747386
equator_hex2deg_w2.0,equator,equator_hex2deg,2.0,0.0,4,4,2.0,8,80,data/equator_hex2deg_w2.0__cell_+0.00.nc,1.0798289621063754e-05,-3.139542268819114e-07,0.9208046587684664,2.6893217878225967e-05,2.7310029186732483e-05,7.384727176369984e-06,7.698681403251896e-06,0.39539648776024316,23976,2.733076138250355e-06,2.9567601049622963e-06,1.3871156649117559e-06,45.17691419215106,68.15162002192378,63.29620320835319,14.343609154973718
equator_sq1deg_w0.25,equator,equator_sq1deg,0.25,0.0,4,4,1.0,8,80,data/equator_sq1deg_w0.25__cell_+0.00.nc,2.629387715805504e-05,-3.4712490841547263e-06,0.8309059730085291,4.3966693769763195e-05,4.552379782898965e-05,5.113870385558637e-06,8.585119469713363e-06,0.5775853160763982,23976,3.799930402647511e-06,4.520751224156553e-06,3.1907356721492307e-06,49.12589906440229,81.92137481519383,85.84749822074423,13.19059828605875
